id,platform,text,timestamp
382,Instagram,"New album just dropped, it's fire 🔥",2025-10-16 07:43:00
383,YouTube,"Budget proposals are out, what do you think? 💰",2025-10-17 22:27:00
384,Instagram,Can’t believe another shooting happened last night 😡,2025-10-17 16:25:00
385,Instagram,Mi glad fi see di Reggae Boyz win dem match!,2025-10-15 11:26:00
386,Instagram,Mi glad fi see di Reggae Boyz win dem match!,2025-10-17 18:56:00
387,X,"That movie was epic, totally worth it 🎬",2025-10-16 18:39:00
388,YouTube,Mi cyaan wait fi di next music festival! 🎶,2025-10-16 13:22:00
389,Instagram,"Budget proposals are out, what do you think? 💰",2025-10-15 16:54:00
390,Instagram,Hope the new law improves public services 📜,2025-10-17 03:42:00
391,X,Hope the new law improves public services 📜,2025-10-17 18:29:00
392,YouTube,Hope the new law improves public services 📜,2025-10-15 09:54:00
393,X,Mi cyaan wait fi di next music festival! 🎶,2025-10-17 00:34:00
394,YouTube,"Budget proposals are out, what do you think? 💰",2025-10-17 23:01:00
395,X,"Water shortage again, people a suffer.",2025-10-16 00:04:00
396,Instagram,"Water shortage again, people a suffer.",2025-10-15 06:00:00
397,YouTube,Di bus never show up again 😩,2025-10-17 07:04:00
398,X,Mi glad fi see di Reggae Boyz win dem match!,2025-10-16 11:40:00
399,X,"Taxes keep going up, when will it stop? 💸",2025-10-16 03:37:00
400,X,PM's speech today was inspiring! 🙌,2025-10-15 23:48:00
401,Instagram,PM's speech today was inspiring! 🙌,2025-10-16 13:45:00
402,Instagram,Di bus never show up again 😩,2025-10-15 04:55:00
403,YouTube,Our team won the championship! 🏆,2025-10-15 22:27:00
404,X,The Prime Minister announced new policies today 🇯🇲,2025-10-17 03:03:00
405,X,PM's speech today was inspiring! 🙌,2025-10-16 19:16:00
406,X,"Taxes keep going up, when will it stop? 💸",2025-10-16 18:31:00
407,Instagram,"Water shortage again, people a suffer.",2025-10-16 21:19:00
408,Instagram,Government needs to do more for the people 😠,2025-10-17 13:31:00
409,YouTube,Can’t believe another shooting happened last night 😡,2025-10-16 13:27:00
410,YouTube,PM's speech today was inspiring! 🙌,2025-10-15 16:27:00
411,Instagram,Did you see that crazy goal last night? ⚽,2025-10-15 03:39:00
412,Instagram,Mi proud a di new youth program 🇯🇲,2025-10-17 04:01:00
413,Instagram,"New album just dropped, it's fire 🔥",2025-10-16 20:26:00
414,YouTube,"Budget proposals are out, what do you think? 💰",2025-10-15 16:50:00
415,YouTube,"New album just dropped, it's fire 🔥",2025-10-16 22:16:00
416,X,Training hard for the upcoming marathon 🏃‍♂️,2025-10-17 11:32:00
417,Instagram,"Crime rates are going up, stay safe out there 🚨",2025-10-17 16:58:00
418,YouTube,Cost of living is ridiculous these days 😓,2025-10-16 09:10:00
419,Instagram,Did you see that crazy goal last night? ⚽,2025-10-17 19:02:00
420,Instagram,"Budget proposals are out, what do you think? 💰",2025-10-17 23:55:00
421,YouTube,Did you see that crazy goal last night? ⚽,2025-10-15 10:16:00
422,YouTube,Training hard for the upcoming marathon 🏃‍♂️,2025-10-15 04:45:00
423,X,Di bus never show up again 😩,2025-10-16 22:54:00
424,Instagram,"New album just dropped, it's fire 🔥",2025-10-17 00:48:00
425,Instagram,Our team won the championship! 🏆,2025-10-16 19:33:00
426,YouTube,PM's speech today was inspiring! 🙌,2025-10-15 16:15:00
427,X,"That movie was epic, totally worth it 🎬",2025-10-15 04:49:00
428,YouTube,Di bus never show up again 😩,2025-10-16 11:15:00
429,X,Government needs to do more for the people 😠,2025-10-16 00:16:00
430,YouTube,Training hard for the upcoming marathon 🏃‍♂️,2025-10-17 08:32:00
431,X,Training hard for the upcoming marathon 🏃‍♂️,2025-10-16 06:59:00
432,YouTube,Cost of living is ridiculous these days 😓,2025-10-16 02:26:00
433,X,Gas prices are killing me today 😤,2025-10-17 16:41:00
434,YouTube,Cost of living is ridiculous these days 😓,2025-10-15 08:21:00
435,Instagram,Gas prices are killing me today 😤,2025-10-16 05:56:00
436,X,"New album just dropped, it's fire 🔥",2025-10-17 04:01:00
437,X,Cost of living is ridiculous these days 😓,2025-10-16 12:56:00
438,YouTube,Did you see that crazy goal last night? ⚽,2025-10-17 08:53:00
439,X,"New album just dropped, it's fire 🔥",2025-10-17 00:33:00
440,YouTube,The Prime Minister announced new policies today 🇯🇲,2025-10-16 02:25:00
441,YouTube,"Budget proposals are out, what do you think? 💰",2025-10-17 03:20:00
442,Instagram,"Di road dem a bad shape, we need fix it.",2025-10-16 19:44:00
443,Instagram,Mi proud a di new youth program 🇯🇲,2025-10-16 01:38:00
444,X,"New album just dropped, it's fire 🔥",2025-10-16 20:43:00
445,Instagram,Gas prices are killing me today 😤,2025-10-17 12:22:00
446,YouTube,Mi cyaan wait fi di next music festival! 🎶,2025-10-17 09:32:00
447,YouTube,Cost of living is ridiculous these days 😓,2025-10-15 17:16:00
448,Instagram,"Di road dem a bad shape, we need fix it.",2025-10-17 19:58:00
449,YouTube,Mi cyaan wait fi di next music festival! 🎶,2025-10-15 16:06:00
450,YouTube,"New album just dropped, it's fire 🔥",2025-10-17 07:31:00
451,X,Mi glad fi see di Reggae Boyz win dem match!,2025-10-15 22:54:00
452,X,Gas prices are killing me today 😤,2025-10-17 02:29:00
453,YouTube,Did you see that crazy goal last night? ⚽,2025-10-17 02:29:00
454,YouTube,The Prime Minister announced new policies today 🇯🇲,2025-10-16 08:50:00
455,X,"Taxes keep going up, when will it stop? 💸",2025-10-15 11:40:00
456,X,Can’t believe another shooting happened last night 😡,2025-10-15 00:18:00
457,X,Can’t believe another shooting happened last night 😡,2025-10-16 21:27:00
458,YouTube,"Water shortage again, people a suffer.",2025-10-17 09:37:00
459,Instagram,Cost of living is ridiculous these days 😓,2025-10-15 11:55:00
460,YouTube,Government needs to do more for the people 😠,2025-10-15 23:11:00
461,Instagram,"That movie was epic, totally worth it 🎬",2025-10-17 11:57:00
462,YouTube,"Crime rates are going up, stay safe out there 🚨",2025-10-17 13:31:00
463,X,Hope the new law improves public services 📜,2025-10-15 22:19:00
464,YouTube,"New album just dropped, it's fire 🔥",2025-10-17 00:45:00
465,YouTube,Government needs to do more for the people 😠,2025-10-15 01:55:00
466,X,Our team won the championship! 🏆,2025-10-17 10:28:00
467,YouTube,"Budget proposals are out, what do you think? 💰",2025-10-16 18:56:00
468,X,Mi glad fi see di Reggae Boyz win dem match!,2025-10-15 17:14:00
469,YouTube,Cost of living is ridiculous these days 😓,2025-10-15 09:51:00
470,Instagram,Government needs to do more for the people 😠,2025-10-16 04:21:00
471,Instagram,"Water shortage again, people a suffer.",2025-10-16 23:14:00
472,Instagram,Training hard for the upcoming marathon 🏃‍♂️,2025-10-17 23:36:00
473,YouTube,"Budget proposals are out, what do you think? 💰",2025-10-16 16:20:00
474,X,Mi cyaan wait fi di next music festival! 🎶,2025-10-17 08:50:00
475,X,"Water shortage again, people a suffer.",2025-10-16 04:35:00
476,X,"That movie was epic, totally worth it 🎬",2025-10-15 23:19:00
477,X,Did you see that crazy goal last night? ⚽,2025-10-17 00:36:00
478,X,"Budget proposals are out, what do you think? 💰",2025-10-15 01:49:00
479,Instagram,Training hard for the upcoming marathon 🏃‍♂️,2025-10-16 10:01:00
480,X,Can’t believe another shooting happened last night 😡,2025-10-17 02:57:00
481,Instagram,Can’t believe another shooting happened last night 😡,2025-10-17 06:55:00
482,Instagram,"Crime rates are going up, stay safe out there 🚨",2025-10-16 20:59:00
483,X,Mi glad fi see di Reggae Boyz win dem match!,2025-10-18 00:29:00
484,X,"That movie was epic, totally worth it 🎬",2025-10-16 20:57:00
485,X,"Di road dem a bad shape, we need fix it.",2025-10-16 19:00:00
486,X,Our team won the championship! 🏆,2025-10-16 20:04:00
487,YouTube,Mi glad fi see di Reggae Boyz win dem match!,2025-10-15 10:57:00
488,YouTube,"New album just dropped, it's fire 🔥",2025-10-16 02:10:00
489,X,Cost of living is ridiculous these days 😓,2025-10-15 03:43:00
490,X,Gas prices are killing me today 😤,2025-10-15 21:50:00
491,X,Can’t believe another shooting happened last night 😡,2025-10-16 03:30:00
492,Instagram,Our team won the championship! 🏆,2025-10-17 02:30:00
493,Instagram,Mi proud a di new youth program 🇯🇲,2025-10-15 01:03:00
494,Instagram,"Crime rates are going up, stay safe out there 🚨",2025-10-16 15:36:00
495,Instagram,The Prime Minister announced new policies today 🇯🇲,2025-10-17 05:10:00
496,X,Mi proud a di new youth program 🇯🇲,2025-10-17 02:49:00
497,Instagram,Mi proud a di new youth program 🇯🇲,2025-10-15 11:46:00
498,YouTube,"Taxes keep going up, when will it stop? 💸",2025-10-17 17:59:00
499,YouTube,"New album just dropped, it's fire 🔥",2025-10-15 21:42:00
500,X,"Water shortage again, people a suffer.",2025-10-17 03:18:00
501,YouTube,"Taxes keep going up, when will it stop? 💸",2025-10-17 19:40:00
502,Instagram,Mi cyaan wait fi di next music festival! 🎶,2025-10-15 14:42:00
503,Instagram,Government needs to do more for the people 😠,2025-10-16 15:46:00
504,YouTube,Mi glad fi see di Reggae Boyz win dem match!,2025-10-15 12:43:00
505,X,Hope the new law improves public services 📜,2025-10-16 15:47:00
506,X,Gas prices are killing me today 😤,2025-10-15 13:55:00
507,YouTube,Gas prices are killing me today 😤,2025-10-16 11:59:00
508,X,Mi cyaan wait fi di next music festival! 🎶,2025-10-15 01:53:00
509,YouTube,Hope the new law improves public services 📜,2025-10-17 09:19:00
510,Instagram,Gas prices are killing me today 😤,2025-10-15 00:47:00
511,Instagram,Can’t believe another shooting happened last night 😡,2025-10-15 21:32:00
512,Instagram,"Taxes keep going up, when will it stop? 💸",2025-10-16 23:25:00
513,Instagram,Mi glad fi see di Reggae Boyz win dem match!,2025-10-15 05:20:00
514,Instagram,Our team won the championship! 🏆,2025-10-17 19:05:00
515,X,Training hard for the upcoming marathon 🏃‍♂️,2025-10-16 00:58:00
516,YouTube,Government needs to do more for the people 😠,2025-10-16 05:34:00
517,X,The Prime Minister announced new policies today 🇯🇲,2025-10-17 13:01:00
518,Instagram,"Taxes keep going up, when will it stop? 💸",2025-10-16 05:31:00
519,Instagram,Training hard for the upcoming marathon 🏃‍♂️,2025-10-15 22:37:00
520,Instagram,Di bus never show up again 😩,2025-10-15 21:40:00
521,X,Can’t believe another shooting happened last night 😡,2025-10-15 00:44:00
522,Instagram,"Budget proposals are out, what do you think? 💰",2025-10-16 13:04:00
523,X,Did you see that crazy goal last night? ⚽,2025-10-17 03:01:00
524,Instagram,Hope the new law improves public services 📜,2025-10-16 05:23:00
525,X,"That movie was epic, totally worth it 🎬",2025-10-16 19:03:00
526,X,"New album just dropped, it's fire 🔥",2025-10-16 17:04:00
527,X,"Water shortage again, people a suffer.",2025-10-17 12:23:00
528,YouTube,Mi cyaan wait fi di next music festival! 🎶,2025-10-15 11:20:00
529,Instagram,"Water shortage again, people a suffer.",2025-10-16 03:26:00
530,X,Our team won the championship! 🏆,2025-10-17 04:38:00
531,X,Mi glad fi see di Reggae Boyz win dem match!,2025-10-15 16:19:00
532,YouTube,Mi proud a di new youth program 🇯🇲,2025-10-15 02:41:00
533,YouTube,Mi glad fi see di Reggae Boyz win dem match!,2025-10-16 11:05:00
534,X,Cost of living is ridiculous these days 😓,2025-10-16 04:27:00
535,Instagram,Di bus never show up again 😩,2025-10-17 01:53:00
536,Instagram,"Taxes keep going up, when will it stop? 💸",2025-10-17 13:43:00
537,X,Government needs to do more for the people 😠,2025-10-15 22:14:00
538,YouTube,Can’t believe another shooting happened last night 😡,2025-10-16 15:12:00
539,YouTube,"Budget proposals are out, what do you think? 💰",2025-10-17 02:29:00
540,Instagram,The Prime Minister announced new policies today 🇯🇲,2025-10-17 08:25:00
541,Instagram,"Crime rates are going up, stay safe out there 🚨",2025-10-16 14:04:00
542,Instagram,"Water shortage again, people a suffer.",2025-10-17 16:27:00
543,Instagram,Training hard for the upcoming marathon 🏃‍♂️,2025-10-17 20:47:00
544,YouTube,"That movie was epic, totally worth it 🎬",2025-10-15 15:29:00
545,X,Our team won the championship! 🏆,2025-10-17 10:51:00
546,Instagram,"Water shortage again, people a suffer.",2025-10-16 09:14:00
547,YouTube,"Taxes keep going up, when will it stop? 💸",2025-10-16 04:18:00
548,Instagram,Did you see that crazy goal last night? ⚽,2025-10-15 02:12:00
549,X,Government needs to do more for the people 😠,2025-10-15 04:06:00
550,X,Hope the new law improves public services 📜,2025-10-15 09:34:00
551,X,Mi cyaan wait fi di next music festival! 🎶,2025-10-15 13:40:00
552,YouTube,The Prime Minister announced new policies today 🇯🇲,2025-10-16 18:35:00
553,Instagram,Cost of living is ridiculous these days 😓,2025-10-17 08:45:00
554,X,Can’t believe another shooting happened last night 😡,2025-10-17 06:47:00
555,Instagram,"That movie was epic, totally worth it 🎬",2025-10-15 00:10:00
556,Instagram,Government needs to do more for the people 😠,2025-10-16 17:25:00
557,Instagram,Hope the new law improves public services 📜,2025-10-16 11:36:00
558,X,"Crime rates are going up, stay safe out there 🚨",2025-10-17 10:10:00
559,Instagram,"Di road dem a bad shape, we need fix it.",2025-10-17 22:32:00
560,X,Di bus never show up again 😩,2025-10-17 01:22:00
561,Instagram,"Di road dem a bad shape, we need fix it.",2025-10-16 07:27:00
562,X,PM's speech today was inspiring! 🙌,2025-10-15 07:06:00
563,Instagram,Mi glad fi see di Reggae Boyz win dem match!,2025-10-16 03:08:00
564,YouTube,Gas prices are killing me today 😤,2025-10-15 19:38:00
565,X,Can’t believe another shooting happened last night 😡,2025-10-16 20:26:00
566,Instagram,"Crime rates are going up, stay safe out there 🚨",2025-10-17 20:50:00
567,YouTube,Government needs to do more for the people 😠,2025-10-17 08:23:00
568,YouTube,"Budget proposals are out, what do you think? 💰",2025-10-15 02:54:00
569,YouTube,Our team won the championship! 🏆,2025-10-16 20:24:00
570,Instagram,Did you see that crazy goal last night? ⚽,2025-10-17 23:06:00
571,Instagram,"New album just dropped, it's fire 🔥",2025-10-17 02:13:00
572,X,Gas prices are killing me today 😤,2025-10-16 20:41:00
573,Instagram,Government needs to do more for the people 😠,2025-10-17 11:50:00
574,X,Di bus never show up again 😩,2025-10-17 17:47:00
575,YouTube,"Water shortage again, people a suffer.",2025-10-15 04:33:00
576,Instagram,"Crime rates are going up, stay safe out there 🚨",2025-10-16 11:55:00
577,YouTube,"That movie was epic, totally worth it 🎬",2025-10-17 08:33:00
578,Instagram,"Di road dem a bad shape, we need fix it.",2025-10-15 05:40:00
579,Instagram,Training hard for the upcoming marathon 🏃‍♂️,2025-10-15 15:07:00
580,X,Did you see that crazy goal last night? ⚽,2025-10-16 03:26:00
581,Instagram,"Budget proposals are out, what do you think? 💰",2025-10-15 18:04:00
582,Instagram,"Water shortage again, people a suffer.",2025-10-15 04:07:00
583,YouTube,Di bus never show up again 😩,2025-10-16 15:00:00
584,YouTube,Can’t believe another shooting happened last night 😡,2025-10-15 06:25:00
585,Instagram,Our team won the championship! 🏆,2025-10-16 15:12:00
586,X,"Budget proposals are out, what do you think? 💰",2025-10-16 09:47:00
587,X,PM's speech today was inspiring! 🙌,2025-10-15 16:52:00
588,Instagram,Training hard for the upcoming marathon 🏃‍♂️,2025-10-15 07:39:00
589,YouTube,PM's speech today was inspiring! 🙌,2025-10-16 19:09:00
590,YouTube,Mi glad fi see di Reggae Boyz win dem match!,2025-10-17 04:04:00
591,YouTube,Mi glad fi see di Reggae Boyz win dem match!,2025-10-15 19:14:00
592,Instagram,"Budget proposals are out, what do you think? 💰",2025-10-16 15:25:00
593,Instagram,Training hard for the upcoming marathon 🏃‍♂️,2025-10-17 12:51:00
594,Instagram,"Di road dem a bad shape, we need fix it.",2025-10-18 00:14:00
595,Instagram,"New album just dropped, it's fire 🔥",2025-10-17 13:13:00
596,X,PM's speech today was inspiring! 🙌,2025-10-17 03:09:00
597,X,The Prime Minister announced new policies today 🇯🇲,2025-10-15 23:06:00
598,YouTube,"That movie was epic, totally worth it 🎬",2025-10-16 22:58:00
599,X,Mi glad fi see di Reggae Boyz win dem match!,2025-10-17 05:30:00
600,Instagram,Our team won the championship! 🏆,2025-10-17 01:16:00
601,Instagram,Gas prices are killing me today 😤,2025-10-15 11:45:00
602,YouTube,"Taxes keep going up, when will it stop? 💸",2025-10-15 10:49:00
603,Instagram,Mi proud a di new youth program 🇯🇲,2025-10-16 03:05:00
604,YouTube,PM's speech today was inspiring! 🙌,2025-10-16 11:59:00
605,Instagram,PM's speech today was inspiring! 🙌,2025-10-15 23:40:00
606,X,Cost of living is ridiculous these days 😓,2025-10-17 23:54:00
607,YouTube,Our team won the championship! 🏆,2025-10-15 10:11:00
608,YouTube,Mi glad fi see di Reggae Boyz win dem match!,2025-10-16 20:04:00
609,Instagram,Our team won the championship! 🏆,2025-10-17 13:42:00
610,Instagram,Did you see that crazy goal last night? ⚽,2025-10-15 20:52:00
611,YouTube,Mi cyaan wait fi di next music festival! 🎶,2025-10-16 01:28:00
612,YouTube,"That movie was epic, totally worth it 🎬",2025-10-15 06:55:00
613,Instagram,"Taxes keep going up, when will it stop? 💸",2025-10-17 21:32:00
614,X,Gas prices are killing me today 😤,2025-10-15 05:01:00
615,YouTube,Cost of living is ridiculous these days 😓,2025-10-17 06:56:00
616,X,Mi proud a di new youth program 🇯🇲,2025-10-16 19:50:00
617,YouTube,"Water shortage again, people a suffer.",2025-10-16 13:28:00
618,X,"That movie was epic, totally worth it 🎬",2025-10-15 10:44:00
619,X,Hope the new law improves public services 📜,2025-10-15 13:23:00
620,Instagram,Training hard for the upcoming marathon 🏃‍♂️,2025-10-17 04:46:00
621,YouTube,"Crime rates are going up, stay safe out there 🚨",2025-10-17 18:03:00
622,Instagram,Di bus never show up again 😩,2025-10-17 20:51:00
623,YouTube,"Taxes keep going up, when will it stop? 💸",2025-10-15 14:43:00
624,X,The Prime Minister announced new policies today 🇯🇲,2025-10-15 15:43:00
625,Instagram,The Prime Minister announced new policies today 🇯🇲,2025-10-17 04:26:00
626,Instagram,Government needs to do more for the people 😠,2025-10-16 16:40:00
627,Instagram,"That movie was epic, totally worth it 🎬",2025-10-15 18:54:00
628,Instagram,"Taxes keep going up, when will it stop? 💸",2025-10-15 10:22:00
629,YouTube,"Di road dem a bad shape, we need fix it.",2025-10-16 23:54:00
630,Instagram,Mi proud a di new youth program 🇯🇲,2025-10-15 00:54:00
631,YouTube,Government needs to do more for the people 😠,2025-10-17 02:11:00
632,X,Cost of living is ridiculous these days 😓,2025-10-16 22:51:00
633,Instagram,Did you see that crazy goal last night? ⚽,2025-10-17 20:23:00
634,YouTube,Gas prices are killing me today 😤,2025-10-17 13:00:00
635,X,Gas prices are killing me today 😤,2025-10-15 04:32:00
636,X,Mi proud a di new youth program 🇯🇲,2025-10-15 17:38:00
637,Instagram,"Di road dem a bad shape, we need fix it.",2025-10-16 09:34:00
638,Instagram,Di bus never show up again 😩,2025-10-16 11:30:00
639,YouTube,Mi proud a di new youth program 🇯🇲,2025-10-15 02:40:00
640,X,Our team won the championship! 🏆,2025-10-17 01:30:00
641,Instagram,Hope the new law improves public services 📜,2025-10-17 20:28:00
642,X,Did you see that crazy goal last night? ⚽,2025-10-15 02:29:00
643,X,PM's speech today was inspiring! 🙌,2025-10-15 13:42:00
644,X,Di bus never show up again 😩,2025-10-16 03:30:00
645,YouTube,Hope the new law improves public services 📜,2025-10-16 00:06:00
646,Instagram,The Prime Minister announced new policies today 🇯🇲,2025-10-17 22:10:00
647,Instagram,Our team won the championship! 🏆,2025-10-17 12:45:00
648,YouTube,Mi cyaan wait fi di next music festival! 🎶,2025-10-15 05:46:00
649,X,Training hard for the upcoming marathon 🏃‍♂️,2025-10-16 05:54:00
650,YouTube,"Budget proposals are out, what do you think? 💰",2025-10-15 15:51:00
651,X,Government needs to do more for the people 😠,2025-10-15 02:15:00
652,Instagram,"Water shortage again, people a suffer.",2025-10-16 21:33:00
653,YouTube,"Di road dem a bad shape, we need fix it.",2025-10-17 05:14:00
654,Instagram,"Taxes keep going up, when will it stop? 💸",2025-10-15 21:54:00
655,X,Government needs to do more for the people 😠,2025-10-15 17:37:00
656,Instagram,Did you see that crazy goal last night? ⚽,2025-10-16 20:01:00
657,Instagram,"Taxes keep going up, when will it stop? 💸",2025-10-16 09:59:00
658,YouTube,"Water shortage again, people a suffer.",2025-10-15 13:43:00
659,Instagram,Mi glad fi see di Reggae Boyz win dem match!,2025-10-15 20:04:00
660,X,"New album just dropped, it's fire 🔥",2025-10-16 04:15:00
661,X,Government needs to do more for the people 😠,2025-10-15 02:10:00
662,Instagram,Training hard for the upcoming marathon 🏃‍♂️,2025-10-15 14:24:00
663,X,Hope the new law improves public services 📜,2025-10-17 21:22:00
664,X,Hope the new law improves public services 📜,2025-10-17 21:24:00
665,YouTube,Hope the new law improves public services 📜,2025-10-17 12:08:00
666,YouTube,"Water shortage again, people a suffer.",2025-10-16 16:21:00
667,Instagram,Di bus never show up again 😩,2025-10-17 21:45:00
668,X,Gas prices are killing me today 😤,2025-10-17 17:32:00
669,X,Did you see that crazy goal last night? ⚽,2025-10-17 01:28:00
670,Instagram,"New album just dropped, it's fire 🔥",2025-10-17 18:48:00
671,Instagram,"Budget proposals are out, what do you think? 💰",2025-10-16 21:27:00
672,X,Cost of living is ridiculous these days 😓,2025-10-16 03:17:00
673,X,PM's speech today was inspiring! 🙌,2025-10-17 23:57:00
674,X,Mi glad fi see di Reggae Boyz win dem match!,2025-10-17 16:39:00
675,Instagram,Did you see that crazy goal last night? ⚽,2025-10-17 04:56:00
676,X,Government needs to do more for the people 😠,2025-10-17 00:07:00
677,YouTube,Mi glad fi see di Reggae Boyz win dem match!,2025-10-17 20:20:00
678,X,"Di road dem a bad shape, we need fix it.",2025-10-17 17:21:00
679,X,Government needs to do more for the people 😠,2025-10-15 03:56:00
680,YouTube,Hope the new law improves public services 📜,2025-10-17 16:51:00
681,X,Mi glad fi see di Reggae Boyz win dem match!,2025-10-16 01:37:00
682,YouTube,"That movie was epic, totally worth it 🎬",2025-10-15 07:03:00
683,X,Mi glad fi see di Reggae Boyz win dem match!,2025-10-16 19:32:00
684,X,Training hard for the upcoming marathon 🏃‍♂️,2025-10-16 21:01:00
685,Instagram,Training hard for the upcoming marathon 🏃‍♂️,2025-10-15 22:31:00
686,X,"Budget proposals are out, what do you think? 💰",2025-10-15 08:50:00
687,Instagram,"Water shortage again, people a suffer.",2025-10-16 08:49:00
688,Instagram,Mi proud a di new youth program 🇯🇲,2025-10-17 20:39:00
689,X,Hope the new law improves public services 📜,2025-10-16 07:55:00
690,YouTube,Training hard for the upcoming marathon 🏃‍♂️,2025-10-16 04:00:00
691,X,The Prime Minister announced new policies today 🇯🇲,2025-10-17 14:42:00
692,X,Gas prices are killing me today 😤,2025-10-17 19:53:00
693,Instagram,"Budget proposals are out, what do you think? 💰",2025-10-15 23:36:00
694,Instagram,Mi cyaan wait fi di next music festival! 🎶,2025-10-16 03:00:00
695,YouTube,"Crime rates are going up, stay safe out there 🚨",2025-10-16 20:05:00
696,YouTube,Training hard for the upcoming marathon 🏃‍♂️,2025-10-15 11:44:00
697,Instagram,"Water shortage again, people a suffer.",2025-10-16 22:10:00
698,YouTube,Cost of living is ridiculous these days 😓,2025-10-16 08:25:00
699,YouTube,Our team won the championship! 🏆,2025-10-16 19:51:00
700,YouTube,Can’t believe another shooting happened last night 😡,2025-10-16 18:58:00
701,X,Our team won the championship! 🏆,2025-10-15 00:15:00
702,Instagram,"Water shortage again, people a suffer.",2025-10-16 09:58:00
703,YouTube,Mi proud a di new youth program 🇯🇲,2025-10-17 10:30:00
704,Instagram,"Water shortage again, people a suffer.",2025-10-16 05:43:00
705,Instagram,Mi proud a di new youth program 🇯🇲,2025-10-15 04:02:00
706,Instagram,The Prime Minister announced new policies today 🇯🇲,2025-10-17 09:35:00
707,YouTube,"Water shortage again, people a suffer.",2025-10-15 05:47:00
708,YouTube,Mi cyaan wait fi di next music festival! 🎶,2025-10-15 20:24:00
709,X,"Budget proposals are out, what do you think? 💰",2025-10-17 14:23:00
710,X,"Budget proposals are out, what do you think? 💰",2025-10-15 07:28:00
711,X,Our team won the championship! 🏆,2025-10-17 11:07:00
712,YouTube,The Prime Minister announced new policies today 🇯🇲,2025-10-17 17:35:00
713,YouTube,Government needs to do more for the people 😠,2025-10-15 02:55:00
714,Instagram,"That movie was epic, totally worth it 🎬",2025-10-17 06:04:00
715,Instagram,"Taxes keep going up, when will it stop? 💸",2025-10-15 20:07:00
716,X,"That movie was epic, totally worth it 🎬",2025-10-17 03:39:00
717,YouTube,Can’t believe another shooting happened last night 😡,2025-10-16 20:18:00
718,YouTube,"That movie was epic, totally worth it 🎬",2025-10-15 19:34:00
719,YouTube,Can’t believe another shooting happened last night 😡,2025-10-16 04:36:00
720,YouTube,Gas prices are killing me today 😤,2025-10-15 19:50:00
721,YouTube,Training hard for the upcoming marathon 🏃‍♂️,2025-10-15 00:10:00
722,X,Government needs to do more for the people 😠,2025-10-18 00:25:00
723,Instagram,Government needs to do more for the people 😠,2025-10-15 19:18:00
724,YouTube,Mi glad fi see di Reggae Boyz win dem match!,2025-10-16 05:59:00
725,YouTube,PM's speech today was inspiring! 🙌,2025-10-17 11:16:00
726,Instagram,"New album just dropped, it's fire 🔥",2025-10-17 14:37:00
727,X,"Water shortage again, people a suffer.",2025-10-15 21:01:00
728,Instagram,Can’t believe another shooting happened last night 😡,2025-10-16 16:49:00
729,YouTube,Gas prices are killing me today 😤,2025-10-15 07:04:00
730,X,Training hard for the upcoming marathon 🏃‍♂️,2025-10-16 18:47:00
731,X,"Taxes keep going up, when will it stop? 💸",2025-10-16 14:47:00
732,YouTube,Mi glad fi see di Reggae Boyz win dem match!,2025-10-16 15:54:00
733,Instagram,"Budget proposals are out, what do you think? 💰",2025-10-17 01:42:00
734,X,"New album just dropped, it's fire 🔥",2025-10-16 15:44:00
735,Instagram,"Budget proposals are out, what do you think? 💰",2025-10-15 05:06:00
736,YouTube,"Water shortage again, people a suffer.",2025-10-16 08:10:00
737,Instagram,Training hard for the upcoming marathon 🏃‍♂️,2025-10-16 08:24:00
738,YouTube,Did you see that crazy goal last night? ⚽,2025-10-17 01:23:00
739,Instagram,"New album just dropped, it's fire 🔥",2025-10-15 11:04:00
740,Instagram,"That movie was epic, totally worth it 🎬",2025-10-16 12:01:00
741,Instagram,Di bus never show up again 😩,2025-10-17 10:06:00
742,YouTube,Mi cyaan wait fi di next music festival! 🎶,2025-10-15 16:46:00
743,Instagram,Mi proud a di new youth program 🇯🇲,2025-10-17 20:12:00
744,Instagram,Did you see that crazy goal last night? ⚽,2025-10-16 09:40:00
745,Instagram,Gas prices are killing me today 😤,2025-10-17 05:48:00
746,YouTube,Gas prices are killing me today 😤,2025-10-17 07:10:00
747,YouTube,Our team won the championship! 🏆,2025-10-17 04:39:00
748,X,The Prime Minister announced new policies today 🇯🇲,2025-10-16 16:48:00
749,Instagram,PM's speech today was inspiring! 🙌,2025-10-16 20:56:00
750,Instagram,"Di road dem a bad shape, we need fix it.",2025-10-17 08:11:00
751,YouTube,The Prime Minister announced new policies today 🇯🇲,2025-10-15 14:18:00
752,Instagram,Di bus never show up again 😩,2025-10-16 16:10:00
753,X,Mi proud a di new youth program 🇯🇲,2025-10-17 04:24:00
754,X,"Crime rates are going up, stay safe out there 🚨",2025-10-15 16:06:00
755,YouTube,PM's speech today was inspiring! 🙌,2025-10-16 17:10:00
756,Instagram,"That movie was epic, totally worth it 🎬",2025-10-16 19:59:00
757,X,"Di road dem a bad shape, we need fix it.",2025-10-15 03:49:00
758,YouTube,Can’t believe another shooting happened last night 😡,2025-10-16 09:33:00
759,YouTube,Gas prices are killing me today 😤,2025-10-16 04:37:00
760,YouTube,Mi glad fi see di Reggae Boyz win dem match!,2025-10-15 04:49:00
761,Instagram,Hope the new law improves public services 📜,2025-10-15 19:16:00
